uen,registration_year,primary_ssic_code,postal_code
201719093C,2017,85,059763
53393215K,2019,46,518207
201716693Z,2017,71,658065
201835587Z,2018,46,828711
201710848C,2017,85,737710
201716308R,2017,86,524201
53381562B,2018,70,079903
53390598B,2018,49,822666
201831136C,2018,70,068914
201909122E,2019,81,718860
201720514N,2017,62,069535
201704036W,2017,64,589473
201836156H,2018,70,658065
201825903N,2018,41,528836
201818790W,2018,70,576147
201836367C,2018,64,059108
201839501W,2018,70,159418
53381444L,2018,43,524201
201800567W,2018,94,218105
201802143D,2018,79,627605
201721177C,2017,47,760283
201835563K,2018,30,627607
53361426X,2017,71,249222
201936509Z,2019,26,079903
201905524Z,2019,46,349315
201704063D,2017,68,307684
201717607E,2017,68,307684
53400604C,2019,70,510228
201919750G,2019,68,179803
201917317C,2019,68,179803
201801600R,2018,68,307684
201717683D,2017,70,148954
201916696Z,2019,46,408733
201726407W,2017,62,608526
201915416M,2019,43,762424
201819457R,2018,66,079118
201943915R,2019,70,188719
53378618E,2018,47,787502
53386320A,2018,47,787602
53385525W,2018,85,528570
201701806G,2017,46,069533
201733527G,2017,64,530955
201917168G,2019,85,680810
201913476R,2019,70,460181
201820787H,2018,64,188727
201903639H,2019,56,038987
201941655K,2019,62,179098
53368046L,2017,18,739019
201921536E,2019,69,570443
201935159H,2019,88,369546
53378970B,2018,46,680412
201943511N,2019,78,528585
201927962R,2019,66,159919
201900588W,2019,78,388386
201700538G,2017,69,821167
201714975G,2017,69,428127
201714666C,2017,46,659578
201808682N,2018,46,737854
201942873Z,2019,70,648322
201736467M,2017,46,768127
201816830D,2018,41,199589
201840235G,2018,66,276692
201729151C,2017,68,658064
201733834K,2017,63,079903
T18LL1581K,2018,46,488883
53391856A,2019,62,380011
53395581E,2019,47,460427
201714248Z,2017,64,159836
201916267N,2019,52,048621
201903519H,2019,62,308900
53363064M,2017,47,520342
201715541D,2017,66,828746
201911281M,2019,46,437051
53379135M,2018,85,560178
201901897Z,2019,49,768160
201707166Z,2017,63,039594
201925281R,2019,46,048616
T19LL1369B,2019,81,760101
201902504E,2019,68,738734
201734535N,2017,70,308900
53386409K,2018,47,415978
201800642M,2018,47,199589
53379070X,2018,71,627564
201719222K,2017,42,669269
201804049G,2018,70,149544
201916789N,2019,31,730370
201909658C,2019,43,069533
201817690G,2018,64,079117
201734229C,2017,64,609148
201832900K,2018,56,569880
201943528D,2019,46,048616
201709631M,2017,46,179433
201728812G,2017,64,188967
201819242Z,2018,63,079117
201819528D,2018,77,768091
201834807E,2018,70,049712
201829910Z,2018,77,199589
201733832H,2017,64,609148
53406247D,2019,71,530611
T17LL0446E,2017,85,574370
201817687K,2018,64,079117
201819231R,2018,63,079117
201900527K,2019,47,609148
201838736D,2018,53,819461
201924469K,2019,77,415978
201707571R,2017,56,437885
201804063G,2018,46,051531
201721138C,2017,46,188979
201906616Z,2019,71,608526
201825232Z,2018,46,179433
201812004G,2018,43,609970
T17LL0242F,2017,95,628467
201717864W,2017,69,153075
201914193C,2019,66,049705
201707947C,2017,95,575722
201813201Z,2018,46,627615
53399788K,2019,82,259856
201830402G,2018,64,048424
53395904K,2019,77,569880
53392766L,2019,81,733571
53400563B,2019,46,408734
201923323D,2019,43,510129
201704691G,2017,93,068815
201803359G,2018,43,409572
201718378W,2017,64,521878
201910231M,2019,42,387580
53403675M,2019,46,761269
201807507R,2018,96,520263
53383471J,2018,78,730772
201903242G,2019,93,320078
201704078K,2017,46,628562
201712605C,2017,96,058358
201835724Z,2018,62,179094
53380216D,2018,46,163021
201917785G,2019,46,079903
201802659N,2018,49,573969
201729240M,2017,28,188976
201806566E,2018,70,730748
201800608G,2018,64,079903
201814168N,2018,46,768091
53369690M,2017,86,528833
201905384G,2019,62,570136
53396037A,2019,70,528833
201733498M,2017,70,388386
53393533D,2019,47,760835
201710738N,2017,62,528559
201702685E,2017,78,658065
T17LL1275L,2017,81,573969
53407463D,2019,74,652449
201803342W,2018,43,398074
201835613C,2018,95,542224
201938818W,2019,62,536209
53388247L,2018,43,415934
53356704A,2017,47,669569
201715314H,2017,74,138589
201942113C,2019,46,079903
201705943E,2017,46,757440
201925870Z,2019,96,048423
201918068H,2019,77,417800
201724516C,2017,85,238845
201820929D,2018,96,059763
53393977A,2019,47,049847
201711732E,2017,47,729504
53373642X,2017,46,457269
201924664E,2019,70,049712
53360585K,2017,47,408653
201705227C,2017,64,059818
53380490J,2018,74,537643
T19LL0067B,2019,74,530304
201726574H,2017,49,543180
53399772X,2019,70,672633
201834837D,2018,41,408791
201920003E,2019,46,188735
53395450M,2019,70,399948
201721518N,2017,64,807585
201818377K,2018,77,408564
53354408D,2017,85,380019
201837728R,2018,46,560467
53373666L,2017,78,822196
53386591C,2018,94,730760
201704588R,2017,47,577182
201840314E,2018,85,828820
201803937G,2018,46,408868
201831799W,2018,73,179098
201907545H,2019,64,530832
201914096Z,2019,64,530832
201936442Z,2019,70,804822
201902371M,2019,71,188778
201800035E,2018,71,348509
201922737C,2019,46,600216
201942945W,2019,70,307684
201942940D,2019,64,307684
201804950M,2018,50,169876
201934508R,2019,56,068914
201942101G,2019,56,068914
201913810M,2019,56,068914
201829863C,2018,56,068914
201827155R,2018,56,068914
201923397R,2019,64,048581
201717837M,2017,81,573969
53392697A,2019,47,570255
201816476C,2018,52,639577
201909206W,2019,70,569880
53379910D,2018,46,689879
53354909D,2017,71,469972
53407071W,2019,47,534206
53406134J,2019,49,521872
201703798C,2017,46,059817
53385563B,2018,52,573969
201925821G,2019,47,417896
201800484R,2018,56,469972
201827162R,2018,66,169876
201720227R,2017,46,189650
53387349E,2018,43,387386
201802867N,2018,85,458970
201718578G,2017,95,658064
201835315Z,2018,46,088702
201921938E,2019,16,338729
201825131N,2018,56,680229
53401113J,2019,70,768088
201842437K,2018,64,228208
201732281W,2017,64,228208
201907987Z,2019,43,417841
53404995L,2019,46,608526
201717838D,2017,47,159092
201718501C,2017,82,757048
53375762B,2018,53,542272
201816173E,2018,64,159092
53378790D,2018,56,542334
53386666M,2018,96,310186
201714772E,2017,64,228208
201713819D,2017,13,408705
201933974D,2019,56,577177
53401764M,2019,49,650102
53399965X,2019,70,819466
201714408W,2017,46,541334
53386147X,2018,96,680141
201915449D,2019,43,536209
201816914R,2018,72,573960
201812270C,2018,49,822308
201936834G,2019,66,534051
201909772R,2019,64,169876
201937091K,2019,64,169876
201909769Z,2019,64,169876
201911661E,2019,64,169876
201826833N,2018,64,169876
201923384K,2019,64,169876
201826835R,2018,64,169876
201928005W,2019,64,169876
201818192M,2018,64,169876
201734823D,2017,70,179433
201809356M,2018,62,608526
201730888H,2017,46,188307
201729818H,2017,64,809683
201807169R,2018,49,400316
201809790R,2018,62,369551
53386098M,2018,71,550543
201827566W,2018,64,038988
201912768M,2019,31,408702
201937809Z,2019,70,768804
201936788Z,2019,70,079903
201906537C,2019,47,556132
201926451D,2019,82,329134
201901139D,2019,64,138522
201728922N,2017,46,757516
53354685X,2017,85,575585
201719467E,2017,66,048623
201815033D,2018,70,307640
201707720K,2017,93,659245
201936418G,2019,70,228208
201816840R,2018,70,276559
201713700W,2017,85,425500
201908693C,2019,85,588177
201900959H,2019,58,058358
201828464W,2018,70,573968
53376936A,2018,82,287692
201925035G,2019,58,534818
201823314W,2018,85,428084
53392728E,2019,85,573893
201933501D,2019,85,569139
201914818R,2019,70,088859
T18LL0706G,2018,74,288383
201817374C,2018,85,757022
201801117M,2018,85,751593
201919039W,2019,85,408727
201824772G,2018,85,238874
201839687Z,2018,85,058455
53407651C,2019,85,268802
201919165G,2019,46,409051
201822028N,2018,56,560319
201943578G,2019,62,069534
53375416W,2017,01,757093
201933975N,2019,30,797523
201716827D,2017,85,307591
201831104C,2018,64,588182
201716314E,2017,70,048619
201829456D,2018,46,079903
53385029X,2018,74,457719
201833877W,2018,64,068896
53357368L,2017,82,534626
53490909D,2018,56,050032
201940262R,2019,70,179094
53395296D,2019,43,560474
201804961R,2018,69,387298
53394619X,2019,43,682803
201825590W,2018,70,038989
201713643G,2017,70,737854
201707606R,2017,78,737854
53357046L,2017,70,573972
201726258D,2017,46,308900
201919034D,2019,46,079903
201914535E,2019,63,039594
201822384K,2018,73,542287
T17LL0371E,2017,70,738094
201838791E,2018,64,409051
53389688J,2018,82,208563
201729465C,2017,62,179098
201836368M,2018,46,079903
201930579K,2019,62,369977
201705120K,2017,63,659578
201903706M,2019,70,050531
201922616K,2019,71,068809
201815230Z,2018,68,609966
201932418C,2019,68,419537
201815135Z,2018,70,038986
53353928E,2017,47,310051
53400844E,2019,70,542299
201730616H,2017,85,058455
201832026K,2018,78,189702
201816516Z,2018,62,179094
201927953N,2019,64,169876
201816558M,2018,70,068914
T19LP0038B,2019,64,169876
201839234E,2018,66,169876
201909413G,2019,70,059818
201841730C,2018,73,179098
201708260E,2017,70,079903
201823280H,2018,70,179098
201714028E,2017,64,408868
T19LL1076B,2019,78,339172
201906396W,2019,64,051531
201925482R,2019,46,415875
201942670W,2019,70,079903
201911800G,2019,70,570291
201734701C,2017,70,398007
201700063W,2017,62,179094
201903576M,2019,46,573969
201726244G,2017,96,058415
53357110C,2017,47,460520
201709615K,2017,74,259848
53371071E,2017,70,118652
201800872Z,2018,69,189969
201810050N,2018,62,470128
53370358A,2017,69,820115
201926973D,2019,66,287303
201827323E,2018,46,081007
201817757G,2018,43,079903
53392560J,2019,85,679043
201831670Z,2018,70,048616
201942821N,2019,71,609966
201731473Z,2017,70,179098
201702673K,2017,70,068906
201826374D,2018,86,310124
201713513N,2017,86,387298
201817713M,2018,86,387298
201713510C,2017,86,387298
201713516G,2017,86,387298
201732629G,2017,86,387298
201805837E,2018,86,560410
201801462E,2018,77,640518
201716765W,2017,43,387972
201735699E,2017,52,079333
201900186W,2019,62,347719
201705853D,2017,79,199588
201933010M,2019,64,048580
201713948E,2017,41,069113
201735670C,2017,63,068737
201940560W,2019,46,416621
201826611W,2018,46,349245
201730809W,2017,63,308900
T17LL2076E,2017,96,737855
201811760E,2018,64,189650
53390689W,2018,82,530241
53375754A,2018,74,573970
201806584H,2018,46,164002
201915038C,2019,64,049909
53378892K,2018,49,828684
201710718H,2017,47,247979
201840633D,2018,64,609259
53395669B,2019,69,369977
201925568K,2019,82,308900
53392148A,2019,70,307857
201701342C,2017,86,238859
201933331M,2019,64,238884
53391638X,2018,74,680682
53371526A,2017,70,349247
201943719K,2019,71,408830
201801641W,2018,70,408868
201902983N,2019,70,168976
201803336H,2018,70,419715
201914292E,2019,49,079903
201918512M,2019,43,757322
201909644E,2019,68,768161
53381549E,2018,43,437371
201917031W,2019,29,159723
201803101G,2018,29,568047
201803722K,2018,77,159723
201700189D,2017,62,819827
201825081D,2018,46,068914
201922906C,2019,46,208148
201800390K,2018,46,609964
201731181G,2017,70,039192
201925587E,2019,18,757322
201725077M,2017,62,308899
201825565N,2018,61,188307
53395675K,2019,74,544917
201813433H,2018,70,081008
53359464B,2017,18,369546
201801250C,2018,66,048619
53372496A,2017,69,642681
201838123K,2018,46,737853
201703413C,2017,70,169876
201700090D,2017,69,068913
201701490W,2017,69,409051
53406736X,2019,85,330009
53359290M,2017,62,330009
201710870M,2017,70,079903
201926547K,2019,69,038987
201801732K,2018,69,370019
201925247K,2019,70,679522
201704004W,2017,69,567752
53359287M,2017,69,207557
201840352N,2018,69,189242
53363512L,2017,69,370046
201713762R,2017,69,821197
T19LL0864H,2019,70,209619
201914871R,2019,69,518132
201920240M,2019,70,541351
201927695D,2019,69,828783
201943917W,2019,69,079903
53393606C,2019,25,347860
201824012H,2018,70,408868
201708863E,2017,69,408868
201807660K,2018,62,068914
201842153H,2018,64,609601
201800128Z,2018,70,079903
201907091R,2019,86,408564
53381650E,2018,62,437932
201733404N,2017,71,208642
201903609K,2019,70,269678
201918605G,2019,73,049513
53401444E,2019,43,531002
201810839D,2018,70,409051
201932976H,2019,69,199018
53385346W,2018,69,760366
201807789H,2018,70,189650
201717430W,2017,71,730795
201718520R,2017,70,209007
201714706Z,2017,78,068913
201924205C,2019,26,048621
201922188H,2019,26,048621
201722505E,2017,62,228149
201905951D,2019,70,457379
201801890Z,2018,64,068896
201906166K,2019,62,208642
T17LL1509K,2017,69,088702
201809275M,2018,69,640608
201735320N,2017,70,217989
201727451M,2017,49,530556
201904036E,2019,28,627607
201937066G,2019,62,079903
201809415E,2018,70,079903
201709127M,2017,69,319773
201801437C,2018,69,573969
201907715Z,2019,46,208346
201712868Z,2017,70,188653
201829316W,2018,82,187966
201817017N,2018,70,068805
201808550Z,2018,70,068898
201728896M,2017,41,757437
201934914D,2019,52,819466
201839052Z,2018,70,048545
201900826D,2019,70,079903
201723928W,2017,71,069532
201833841N,2018,70,068902
201812127Z,2018,64,768799
201717338K,2017,71,828783
201813634H,2018,85,069538
201813782E,2018,46,409051
201718073Z,2017,69,387298
53371493A,2017,69,169874
201720946M,2017,41,140160
201809504R,2018,56,535507
201813396D,2018,46,179803
53380426D,2018,43,409744
201918788R,2019,71,069534
53356318J,2017,82,643682
201722111R,2017,65,309329
201727447E,2017,70,051531
201925919R,2019,86,248649
201839397H,2018,56,318993
201912087E,2019,47,737853
201842319M,2018,46,367954
53388960W,2018,82,545033
201700287R,2017,41,328276
201830811G,2018,41,757322
201928938Z,2019,41,419755
201706037C,2017,43,349315
53366110B,2017,49,821612
201723991K,2017,47,370088
201909026N,2019,70,079903
201720741H,2017,64,119936
201825324D,2018,70,409836
201924605Z,2019,47,737869
201939811W,2019,77,737856
53404501D,2019,47,538846
201810941D,2018,47,408934
53399154D,2019,95,760137
201816560W,2018,46,308900
T19LL0055E,2019,49,573969
201805780W,2018,81,540254
201817825C,2018,85,139950
201937854H,2019,64,099253
201939308H,2019,16,757516
53358449C,2017,52,681671
201720696M,2017,70,737854
53388633C,2018,69,670180
201833724G,2018,42,757322
53369437W,2017,43,561308
201940845K,2019,41,258853
53394225W,2019,69,680512
53391986W,2019,46,757197
53374465B,2017,70,589643
201921548Z,2019,78,349315
53403585W,2019,63,120423
53359969E,2017,46,787472
201735500W,2017,70,169876
201937715N,2019,68,089053
53391213W,2018,86,650451
201733553C,2017,43,569139
201717858H,2017,41,160010
53391476X,2018,70,568049
201717180W,2017,64,758174
201924859R,2019,46,140060
53386456M,2018,46,793453
53375452J,2017,96,680430
201819053N,2018,70,169208
201913921K,2019,43,417807
201838820Z,2018,46,308900
53378150K,2018,64,419743
201801878C,2018,35,038987
201723697M,2017,43,768089
201943734C,2019,41,349315
201938095K,2019,63,068914
53355563M,2017,70,369977
201906174C,2019,81,168976
201912837W,2019,74,349315
53384698J,2018,56,179803
201706569N,2017,41,629457
53404254J,2019,47,768859
201709891W,2017,70,049319
53362557B,2017,71,627607
201711365W,2017,77,159929
201710914N,2017,77,159929
201721080D,2017,41,729910
53373247J,2017,85,528617
53394642E,2019,28,763504
201913871Z,2019,56,090021
53400126B,2019,47,560443
201940131M,2019,46,729932
201813582R,2018,46,059413
201913035R,2019,70,079903
201826552E,2018,96,079903
201928962M,2019,62,391010
201703499H,2017,86,370031
T17LL2337J,2017,74,569758
53359390E,2017,42,333010
53354148D,2017,46,428769
201808068G,2018,62,150123
201802256D,2018,32,367954
201822539K,2018,70,079903
201939829W,2019,46,758163
53382171A,2018,85,307990
201806279G,2018,85,537753
201906975H,2019,72,510747
201820608D,2018,43,569642
201906298E,2019,74,329682
53396000B,2019,85,238874
201801015R,2018,70,120306
201930271Z,2019,64,079903
201735453Z,2017,62,388393
53386474K,2018,47,541162
201728634E,2017,70,038988
201935214W,2019,81,122440
201726732E,2017,85,520363
53392060D,2019,77,161002
201804412K,2018,47,150037
201800423H,2018,43,627615
201721857W,2017,85,588177
201808578M,2018,74,118136
53398219K,2019,49,127719
201703286N,2017,35,555859
201708097K,2017,70,179101
201811357K,2018,46,455273
201832935D,2018,70,159971
201712426H,2017,71,179101
201931745N,2019,52,179094
201840359K,2018,46,048616
201907334R,2019,47,524493
53401918L,2019,77,128383
T17LL2067G,2017,77,659526
53380752B,2018,43,573969
53375354J,2017,56,689578
201705749C,2017,64,578520
53404880C,2019,70,542225
201937607H,2019,64,467903
53379656C,2018,52,079903
201912530W,2019,70,415875
201931796H,2019,50,079903
53399845W,2019,46,425766
201707906Z,2017,64,068805
201940297H,2019,81,408726
201709685Z,2017,64,099253
201734173E,2017,85,120431
201832229M,2018,62,089058
201915256N,2019,85,589472
201916105C,2019,41,389381
53368794B,2017,81,410666
201715743N,2017,46,199591
201909614G,2019,46,460069
53391901X,2019,56,190462
201711744Z,2017,46,658077
201823765K,2018,82,329682
201942171R,2019,46,059567
201722642W,2017,46,409051
201806738W,2018,46,079903
53358119B,2017,49,669590
201917190W,2019,46,787472
201817927W,2018,28,415978
201903405W,2019,56,329832
201841409W,2018,46,367901
201732723R,2017,50,049712
201818821N,2018,46,789094
201835131M,2018,85,388409
201906768Z,2019,53,150123
201815001D,2018,62,573969
53374679E,2017,62,188735
201814262D,2018,47,608586
53375684K,2018,53,270021
201706535M,2017,50,058727
201924685C,2019,47,455245
53357227D,2017,70,640202
201824719G,2018,82,684489
53363056L,2017,85,733787
201819283C,2018,63,051531
201932944H,2019,64,228208
201917599N,2019,64,179094
53362330L,2017,80,768159
53395065A,2019,96,160022
53363073L,2017,74,150087
201934535C,2019,64,068898
201723451G,2017,28,568050
201935390K,2019,68,307850
53369248B,2017,46,128384
53373812A,2017,47,310003
201913168C,2019,25,629015
201712471W,2017,70,309329
53366726K,2017,32,738733
201730602M,2017,47,555859
201932426M,2019,16,409838
201721772N,2017,70,059413
201820034K,2018,16,737855
53378217A,2018,49,734782
53392195C,2019,70,328208
53366063K,2017,49,388199
T19LL1662C,2019,85,821618
201812285H,2018,70,059817
53379822A,2018,85,560558
53355910C,2017,49,530021
201713494M,2017,46,573969
201900154W,2019,69,079903
201900160G,2019,70,079903
53401140C,2019,62,079903
201914649R,2019,82,409051
53358059E,2017,88,048545
T17LL1808J,2017,85,542215
201715646M,2017,77,730367
T19LL1312E,2019,85,575574
201827203E,2018,96,069538
201709237Z,2017,18,508769
201841325E,2018,85,521164
T17LL0983C,2017,85,288408
201929319N,2019,46,051531
201734118D,2017,78,415934
201725625N,2017,85,408732
